"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","93","Rwandan","Rwandan","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","94","Wolof","Wolof","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","95","Ganda","Ganda","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","96","Uzbek","Uzbek","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","97","Luba","Luba","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","98","Bemba","Bemba","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","99","Ndebele","Ndebele","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","100","Maay","Maay","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","101","Bantu","Bantu","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","102","Belarusian","Belarusian","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","103","Anuak","Anuak","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","104","Tajik","Tajik","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","105","Cham, Eastern","Cham, Eastern","13"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","106","Cham, Western","Cham, Western","13"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","107","Ho-Chunk","Ho-Chunk","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","108","Cantonese","Cantonese","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","109","Taiwanese","Taiwanese","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","110","Lakota","Lakota","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","111","Brahui","Brahui","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","112","Gujarati","Gujarati","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","113","Kannada","Kannada","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","114","Konkani","Konkani","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","115","Malayalam","Malayalam","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","116","Marathi","Marathi","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","117","Punjabi","Punjabi","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","118","Tamil","Tamil","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","119","Telugu","Telugu","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","120","Dari","Dari","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","121","Hindustani","Hindustani","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","122","Urdu","Urdu","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","123","Okinawan","Okinawan","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","124","Malay","Malay","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","125","Ilocano","Ilocano","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","126","Filipino, Pilipino","Filipino, Pilipino","18"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","127","Croatian","Croatian","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","128","Serbian","Serbian","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","129","Karen","Karen","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","130","Shan","Shan","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","132","Marshallese","Marshallese","11"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","133","Paluan","Paluan","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","134","Tongan","Tongan","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","135","Turkmen","Turkmen","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","136","Yao","Yao","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","137","Harari","Harari","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","138","Sidamo","Sidamo","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","139","Edo","Edo","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","140","Efik","Efik","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","141","Goemai","Goemai","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","142","Gokana","Gokana","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","143","Kanuri","Kanuri","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","144","Hausa","Hausa","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","145","Tigre","Tigre","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","146","Bassa","Bassa","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","147","Dan","Dan","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","148","Kpelle","Kpelle","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","149","Krio","Krio","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","150","Mende","Mende","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","151","Aymara","Aymara","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","152","Garifuna","Garifuna","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","153","Guarani","Guarani","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","154","Nahuatl","Nahuatl","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","155","Ossetian","Ossetian","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","156","Akan","Akan","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","157","Dagbani","Dagbani","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","158","Ewe","Ewe","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","159","Fanti","Fanti","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","160","Ga","Ga","2"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","161","Twi","Twi","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","162","Javanese","Javanese","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","163","Sundanese","Sundanese","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","164","Luo","Luo","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","165","Sotho","Sotho","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","166","Zulu","Zulu","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","167","Nyanga","Nyanga","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","168","Tonga","Tonga","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","169","Shona","Shona","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","171","Abkhazian","Abkhazian","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","172","Aceh","Aceh","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","173","Acholi","Acholi","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","174","Adyghe","Adyghe","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","175","Afar","Afar","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","176","Ainu","Ainu","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","177","Aleut","Aleut","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","178","Altai","Altai","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","179","Anaang","Anaang","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","180","Angika","Angika","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","181","Aragonese","Aragonese","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","182","Assamese","Assamese","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","183","Asturian","Asturian","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","184","Avaric","Avaric","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","185","Awadhi","Awadhi","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","186","Azerbaijani","Azerbaijani","11"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","187","Bakhtiari","Bakhtiari","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","188","Karachay-Balkar","Karachay-Balkar","15"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","189","Baluchi","Baluchi","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","190","Banda","Banda","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","191","Bashkir","Bashkir","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","192","Basque","Basque","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","193","Batak","Batak","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","194","Bedawijet","Bedawijet","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","195","Belle","Belle","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","196","Bhojpuri","Bhojpuri","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","197","Bicolano","Bicolano","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","198","Bilen","Bilen","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","199","Bislama","Bislama","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","200","Braj Basha","Braj Basha","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","201","Breton","Breton","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","202","Bugis","Bugis","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","203","Buriat","Buriat","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","204","Carib","Carib","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","205","Catalan","Catalan","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","206","Chechen","Chechen","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","207","Cherokee","Cherokee","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","208","Chien","Chien","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","209","Choctaw","Choctaw","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","210","Chuukese","Chuukese","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","211","Chuvash","Chuvash","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","212","Corsican","Corsican","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","213","Cree","Cree","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","214","Crimean Tartar","Crimean Tartar","14"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","215","Cutchi-Swahili","Cutchi-Swahili","14"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","216","Dair","Dair","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","217","Dargwa","Dargwa","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","218","Dei","Dei","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","219","Dilling","Dilling","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","220","Dinka","Dinka","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","221","Dogri","Dogri","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","222","Dogrib","Dogrib","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","223","Domari","Domari","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","224","Duala","Duala","5"
